swaylock-effects 1.7.0.0-4
swaylock-effects-debug 1.7.0.0-4
swaync 0.12.6-1
syndication 6.26.0-1
syntax-highlighting 6.26.0-1
system-config-printer 1.5.18-6
systemd 260.2-2
systemd-libs 260.2-2
systemd-sysvcompat 260.2-2
taglib 2.3-1
tailscale 1.98.4-1
talloc 2.4.4-1
tar 1.35-2
tdb 1.4.15-1
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2
texinfo 7.3-1
thunar 4.20.8-3
thunar-archive-plugin 0.6.0-1
thunderbird 151.0.1-1
timeshift 25.12.4-1
tinysparql 3.11.1-1
tlp 1.10.0-1
tlp-rdw 1.10.0-1
tomlplusplus 3.4.0-2
tpm2-tss 4.1.3-1
tree 2.3.2-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
tumbler 4.20.1-1
twolame 0.4.0-4
typst 1:0.14.2-2
tzdata 2026b-1
uchardet 0.0.8-4
udisks2 2.11.1-2
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.2-1
usbutils 019-1
util-linux 2.42.1-1
util-linux-libs 2.42.1-1
uwsm 0.26.4-1
v4l-utils 1.32.0-2
vala 0.56.19-1
vapoursynth 75-3
vectorscan 5.4.12-1
vectorscan-debug 5.4.12-1
verdict 1.4.5-2
vid.stab 1.1.1-2
vim-runtime 9.2.0573-1
vlc-plugin-a52dec 3.0.23_2-6
vlc-plugin-alsa 3.0.23_2-6
vlc-plugin-archive 3.0.23_2-6
vlc-plugin-dav1d 3.0.23_2-6
vlc-plugin-dbus 3.0.23_2-6
vlc-plugin-dbus-screensaver 3.0.23_2-6
vlc-plugin-faad2 3.0.23_2-6
vlc-plugin-flac 3.0.23_2-6
vlc-plugin-gnutls 3.0.23_2-6
vlc-plugin-inflate 3.0.23_2-6
vlc-plugin-journal 3.0.23_2-6
vlc-plugin-jpeg 3.0.23_2-6
vlc-plugin-matroska 3.0.23_2-6
vlc-plugin-mpg123 3.0.23_2-6
vlc-plugin-ogg 3.0.23_2-6
vlc-plugin-opus 3.0.23_2-6
vlc-plugin-png 3.0.23_2-6
vlc-plugin-shout 3.0.23_2-6
vlc-plugin-speex 3.0.23_2-6
vlc-plugin-tag 3.0.23_2-6
vlc-plugin-theora 3.0.23_2-6
vlc-plugin-twolame 3.0.23_2-6
vlc-plugin-vorbis 3.0.23_2-6
vlc-plugin-vpx 3.0.23_2-6
vlc-plugin-xml 3.0.23_2-6
vlc-plugins-base 3.0.23_2-6
vmaf 3.1.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-icd-loader 1.4.350.0-1
vulkan-intel 1:26.1.1-2
vulkan-mesa-implicit-layers 1:26.1.1-2
vulkan-nouveau 1:26.1.1-2
vulkan-radeon 1:26.1.1-2
vulkan-tools 1.4.350.0-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.48-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-5
which 2.25-1
wildmidi 0.4.6-1
wireless-regdb 2026.03.18-1
wireless_tools 30.pre9-5
wireplumber 0.5.14-1
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
wlr-randr 0.5.0-1
woff2-font-awesome 7.2.0-1
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xapp 3.2.2-1
xapp-symbolic-icons 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-6
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.20.4-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.12-2
xdg-desktop-portal-wlr 0.8.2-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xf86-video-nouveau 1.0.18-1
xfconf 4.20.0-2
xkeyboard-config 2.47-1
xmlsec 1.3.11-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.23-1
xorg-server-common 21.1.23-1
xorg-server-devel 21.1.23-1
xorg-server-xvfb 21.1.23-1
xorg-setxkbmap 1.3.5-1
xorg-util-macros 1.20.2-1
xorg-xauth 1.1.5-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.2-2
xorg-xwayland 24.1.12-1
xorgproto 2025.1-1
xournalpp 1.3.4-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yarn 1.22.22-2
yay 12.5.7-1
yay-debug 12.5.7-1
yelp-tools 42.1-2
yelp-xsl 49.0-1
yt-dlp 2026.03.17-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1
zathura 2026.05.20-1
zathura-pdf-mupdf 2026.05.10-3
zbar 0.23.93-5
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-2
zip 3.0-13
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
